ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
10,142,85071,Bef Changi Fire Stn,0,,21770.666666666668,1.33407653133395,103.9498516702887,keep
10,143,96101,Blk 3012,0,,66258.0,1.33638500905398,103.9510568939649,keep
10,144,96281,Opp Changi General Hosp,0,,100952.0,1.339714,103.94825,keep
10,145,76061,Blk 938,0,,166023.33333333334,1.3482019444416,103.94189805552269,keep
10,146,76051,Our Tampines Hub,0,,190769.33333333334,1.35313809279079,103.9412639409046,keep
10,147,75009,Tampines Int,1,"['Downtown Line', 'East-West Line']",2562660.6666666665,1.35407552367477,103.94339098473914,keep
100,1,66009,S'Goon Int,1,"['Circle Line ', 'North-East Line']",523394.0,1.35046610176969,103.87168992264615,keep
100,2,62129,Blk 403,0,,30631.666666666668,1.34698958928417,103.872054885247,keep
100,3,62119,Aft Sunshine Lodge,0,,23145.666666666668,1.34483265931476,103.8710922003054,keep
100,4,61049,Aft Bartley Rd,0,,34564.0,1.34196277802503,103.8709686110327,keep
